start_station,end_station,directions_time_min,same_line,interchange_station,metro_distance_km,start_lat,start_lng,end_lat,end_lng,start_place_id,end_place_id,start_line,end_line,transfer_count
Whitefield (Kadugodi),Hopefarm Channasandra,2.0,True,,1.167,12.995626,77.75780499999999,12.987348,77.753796,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Whitefield (Kadugodi),2.0,True,,1.167,12.987348,77.753796,12.995626,77.75780499999999,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Kadugodi Tree Park,4.0,True,,2.202,12.995626,77.75780499999999,12.985711,77.746842,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJS_ojywIOrjsRVtyLn4BoNnw,Purple Line,Purple Line,0
Kadugodi Tree Park,Whitefield (Kadugodi),4.0,True,,2.202,12.985711,77.746842,12.995626,77.75780499999999,ChIJS_ojywIOrjsRVtyLn4BoNnw,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Pattandur Agrahara,6.0,True,,3.255,12.995626,77.75780499999999,12.987622,77.737737,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJ1-At8uQRrjsRU3foUV135ok,Purple Line,Purple Line,0
Pattandur Agrahara,Whitefield (Kadugodi),6.0,True,,3.255,12.987622,77.737737,12.995626,77.75780499999999,ChIJ1-At8uQRrjsRU3foUV135ok,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Sri Sathya Sai Hospital,9.0,True,,4.825,12.995626,77.75780499999999,12.98122,77.72753999999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJr5Fc2vMRrjsRF4WM58uQkS4,Purple Line,Purple Line,0
Sri Sathya Sai Hospital,Whitefield (Kadugodi),9.0,True,,4.825,12.98122,77.72753999999999,12.995626,77.75780499999999,ChIJr5Fc2vMRrjsRF4WM58uQkS4,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Nallurhalli,11.0,True,,5.606,12.995626,77.75780499999999,12.976632,77.724752,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJx9bz-_QRrjsRNU3ib6xyMXs,Purple Line,Purple Line,0
Nallurhalli,Whitefield (Kadugodi),11.0,True,,5.606,12.976632,77.724752,12.995626,77.75780499999999,ChIJx9bz-_QRrjsRNU3ib6xyMXs,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Kundalahalli,12.0,True,,6.646,12.995626,77.75780499999999,12.977607,77.71552299999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJRWICRIkRrjsRw99Xm5WFyhY,Purple Line,Purple Line,0
Kundalahalli,Whitefield (Kadugodi),12.0,True,,6.646,12.977607,77.71552299999999,12.995626,77.75780499999999,ChIJRWICRIkRrjsRw99Xm5WFyhY,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Seetharamapalya,14.0,True,,7.625,12.995626,77.75780499999999,12.9808333,77.70883549999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJsUHA1f8RrjsRsk2ztqTF2kQ,Purple Line,Purple Line,0
Seetharamapalya,Whitefield (Kadugodi),14.0,True,,7.625,12.9808333,77.70883549999999,12.995626,77.75780499999999,ChIJsUHA1f8RrjsRsk2ztqTF2kQ,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Hoodi,16.0,True,,8.669,12.995626,77.75780499999999,12.988782,77.711364,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJCyddpJARrjsRKnXrc3LZVNk,Purple Line,Purple Line,0
Hoodi,Whitefield (Kadugodi),16.0,True,,8.669,12.988782,77.711364,12.995626,77.75780499999999,ChIJCyddpJARrjsRKnXrc3LZVNk,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Garudacharpalya,19.0,True,,10.293,12.995626,77.75780499999999,12.993482,77.70365799999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJnytwFZ8RrjsR4oh_mLMrb4U,Purple Line,Purple Line,0
Garudacharpalya,Whitefield (Kadugodi),19.0,True,,10.293,12.993482,77.70365799999999,12.995626,77.75780499999999,ChIJnytwFZ8RrjsR4oh_mLMrb4U,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Singayyanapalya,21.0,True,,11.609,12.995626,77.75780499999999,12.996557,77.692708,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJARDqkQwRrjsRv9n3wCZVhgo,Purple Line,Purple Line,0
Singayyanapalya,Whitefield (Kadugodi),21.0,True,,11.609,12.996557,77.692708,12.995626,77.75780499999999,ChIJARDqkQwRrjsRv9n3wCZVhgo,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Krishnarajapura,23.0,True,,13.532,12.995626,77.75780499999999,12.999922,77.677607,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJ6yYmDBYRrjsR-XAcsParqj4,Purple Line,Purple Line,0
Krishnarajapura,Whitefield (Kadugodi),23.0,True,,13.532,12.999922,77.677607,12.995626,77.75780499999999,ChIJ6yYmDBYRrjsR-XAcsParqj4,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Benniganahalli,25.0,True,,14.945,12.995626,77.75780499999999,12.9963737,77.6682628,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJ6eHf9mARrjsR274ajmNxxh0,Purple Line,Purple Line,0
Benniganahalli,Whitefield (Kadugodi),25.0,True,,14.945,12.9963737,77.6682628,12.995626,77.75780499999999,ChIJ6eHf9mARrjsR274ajmNxxh0,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Baiyappanahalli,28.0,True,,17.093,12.995626,77.75780499999999,12.98959,77.65366,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJh00lK0sRrjsRpsciq16fZ6Y,Purple Line,Purple Line,0
Baiyappanahalli,Whitefield (Kadugodi),28.0,True,,17.093,12.98959,77.65366,12.995626,77.75780499999999,ChIJh00lK0sRrjsRpsciq16fZ6Y,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Swami Vivekananda Road,30.0,True,,18.488,12.995626,77.75780499999999,12.9859106,77.645004,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJP-ri17AWrjsROiCDxVe3X74,Purple Line,Purple Line,0
Swami Vivekananda Road,Whitefield (Kadugodi),30.0,True,,18.488,12.9859106,77.645004,12.995626,77.75780499999999,ChIJP-ri17AWrjsROiCDxVe3X74,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Indiranagar,34.0,True,,19.91,12.995626,77.75780499999999,12.9782619,77.63852570000002,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJZbZd-qQWrjsRe7G5a9GUZ9U,Purple Line,Purple Line,0
Indiranagar,Whitefield (Kadugodi),34.0,True,,19.91,12.9782619,77.63852570000002,12.995626,77.75780499999999,ChIJZbZd-qQWrjsRe7G5a9GUZ9U,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Halasuru,37.0,True,,21.374,12.995626,77.75780499999999,12.9763635,77.62671499999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJSd03apkWrjsRmpKnR3Cq5Ck,Purple Line,Purple Line,0
Halasuru,Whitefield (Kadugodi),37.0,True,,21.374,12.9763635,77.62671499999999,12.995626,77.75780499999999,ChIJSd03apkWrjsRmpKnR3Cq5Ck,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Trinity,39.0,True,,22.755,12.995626,77.75780499999999,12.973342,77.615719,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJQfmchYMWrjsR3ETTlmpjx0I,Purple Line,Purple Line,0
Trinity,Whitefield (Kadugodi),39.0,True,,22.755,12.973342,77.615719,12.995626,77.75780499999999,ChIJQfmchYMWrjsR3ETTlmpjx0I,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Mahatma Gandhi Road,41.0,True,,24.256,12.995626,77.75780499999999,12.9755162,77.6066919,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJvwy9o30WrjsR_3Soez0XLL8,Purple Line,Purple Line,0
Mahatma Gandhi Road,Whitefield (Kadugodi),41.0,True,,24.256,12.9755162,77.6066919,12.995626,77.75780499999999,ChIJvwy9o30WrjsR_3Soez0XLL8,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Cubbon Park,44.0,True,,25.947,12.995626,77.75780499999999,12.9809008,77.59746539999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJdUZ_eWUWrjsRfo6CcEaixkU,Purple Line,Purple Line,0
Cubbon Park,Whitefield (Kadugodi),44.0,True,,25.947,12.9809008,77.59746539999999,12.995626,77.75780499999999,ChIJdUZ_eWUWrjsRfo6CcEaixkU,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),"Dr. B. R. Ambedkar Station, Vidhana Soudha",45.0,True,,26.892,12.995626,77.75780499999999,12.9796925,77.5926343,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJ-wIASG4WrjsRaLxJGOEWl2c,Purple Line,Purple Line,0
"Dr. B. R. Ambedkar Station, Vidhana Soudha",Whitefield (Kadugodi),45.0,True,,26.892,12.9796925,77.5926343,12.995626,77.75780499999999,ChIJ-wIASG4WrjsRaLxJGOEWl2c,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),"Sir M. Visvesvaraya Station, Central College",47.0,True,,28.541,12.995626,77.75780499999999,12.9742805,77.5839458,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJmR7YxQwWrjsRW5vq4ycsdm4,Purple Line,Purple Line,0
"Sir M. Visvesvaraya Station, Central College",Whitefield (Kadugodi),47.0,True,,28.541,12.9742805,77.5839458,12.995626,77.75780499999999,ChIJmR7YxQwWrjsRW5vq4ycsdm4,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),"Nadaprabhu Kempegowda Station, Majestic",49.0,True,,30.468,12.995626,77.75780499999999,12.975692,77.572844,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Purple Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Whitefield (Kadugodi),49.0,True,,30.468,12.975692,77.572844,12.995626,77.75780499999999,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJOdwilxcOrjsR-6MvlsusM00,Green Line,Purple Line,0
Whitefield (Kadugodi),Krantivira Sangolli Rayanna Railway Station,51.0,True,,31.666,12.995626,77.75780499999999,12.9758403,77.5657561,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJzZmnPQMWrjsRhEgM3qcVawM,Purple Line,Purple Line,0
Krantivira Sangolli Rayanna Railway Station,Whitefield (Kadugodi),51.0,True,,31.666,12.9758403,77.5657561,12.995626,77.75780499999999,ChIJzZmnPQMWrjsRhEgM3qcVawM,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Magadi Road,53.0,True,,32.988,12.995626,77.75780499999999,12.9756582,77.55541149999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJybGxEPo9rjsRvVr1TcQEmxo,Purple Line,Purple Line,0
Magadi Road,Whitefield (Kadugodi),53.0,True,,32.988,12.9756582,77.55541149999999,12.995626,77.75780499999999,ChIJybGxEPo9rjsRvVr1TcQEmxo,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),"Sri Balagangadharanatha Swamiji Station, Hosahalli",55.0,True,,34.18,12.995626,77.75780499999999,12.9742975,77.5454436,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJT50hxeU9rjsRlPxnxhLf-Vc,Purple Line,Purple Line,0
"Sri Balagangadharanatha Swamiji Station, Hosahalli",Whitefield (Kadugodi),55.0,True,,34.18,12.9742975,77.5454436,12.995626,77.75780499999999,ChIJT50hxeU9rjsRlPxnxhLf-Vc,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Vijayanagar,57.0,True,,35.244,12.995626,77.75780499999999,12.9708197,77.5373638,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJyzrM3N09rjsRqiGadttypE4,Purple Line,Purple Line,0
Vijayanagar,Whitefield (Kadugodi),57.0,True,,35.244,12.9708197,77.5373638,12.995626,77.75780499999999,ChIJyzrM3N09rjsRqiGadttypE4,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Attiguppe,59.0,True,,36.303,12.995626,77.75780499999999,12.9621018,77.5337131,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJmV4y0XU-rjsRzclMF8nLs0I,Purple Line,Purple Line,0
Attiguppe,Whitefield (Kadugodi),59.0,True,,36.303,12.9621018,77.5337131,12.995626,77.75780499999999,ChIJmV4y0XU-rjsRzclMF8nLs0I,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Deepanjali Nagar,61.0,True,,37.683,12.995626,77.75780499999999,12.952215,77.5371013,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJ7YKrb20-rjsRWuc27yLlYHE,Purple Line,Purple Line,0
Deepanjali Nagar,Whitefield (Kadugodi),61.0,True,,37.683,12.952215,77.5371013,12.995626,77.75780499999999,ChIJ7YKrb20-rjsRWuc27yLlYHE,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Mysuru Road,63.0,True,,39.044,12.995626,77.75780499999999,12.9467268,77.53007389999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJycE_0Gg-rjsRJVmVnabEF2Q,Purple Line,Purple Line,0
Mysuru Road,Whitefield (Kadugodi),63.0,True,,39.044,12.9467268,77.53007389999999,12.995626,77.75780499999999,ChIJycE_0Gg-rjsRJVmVnabEF2Q,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Pantharapalya–Nayandahalli,65.0,True,,39.112,12.995626,77.75780499999999,12.946231,77.52985,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJFzIC22g-rjsRI_CMVvZhmHU,Purple Line,Purple Line,0
Pantharapalya–Nayandahalli,Whitefield (Kadugodi),65.0,True,,39.112,12.946231,77.52985,12.995626,77.75780499999999,ChIJFzIC22g-rjsRI_CMVvZhmHU,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Rajarajeshwari Nagar,67.0,True,,40.946,12.995626,77.75780499999999,12.936693,77.519556,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJLb5o3V4-rjsRJH2aID0lcCQ,Purple Line,Purple Line,0
Rajarajeshwari Nagar,Whitefield (Kadugodi),67.0,True,,40.946,12.936693,77.519556,12.995626,77.75780499999999,ChIJLb5o3V4-rjsRJH2aID0lcCQ,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Jnanabharathi,69.0,True,,41.767,12.995626,77.75780499999999,12.935446,77.51217799999999,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJW85xJPQ-rjsRvv7Jifc2tXE,Purple Line,Purple Line,0
Jnanabharathi,Whitefield (Kadugodi),69.0,True,,41.767,12.935446,77.51217799999999,12.995626,77.75780499999999,ChIJW85xJPQ-rjsRvv7Jifc2tXE,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Pattanagere,71.0,True,,43.755,12.995626,77.75780499999999,12.924276,77.498305,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJu6v7ouY-rjsRo6QAv0TU7CQ,Purple Line,Purple Line,0
Pattanagere,Whitefield (Kadugodi),71.0,True,,43.755,12.924276,77.498305,12.995626,77.75780499999999,ChIJu6v7ouY-rjsRo6QAv0TU7CQ,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Kengeri Bus Terminal,74.0,True,,45.472,12.995626,77.75780499999999,12.914642,77.487704,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJG4890iA_rjsRAC5w3leOUow,Purple Line,Purple Line,0
Kengeri Bus Terminal,Whitefield (Kadugodi),74.0,True,,45.472,12.914642,77.487704,12.995626,77.75780499999999,ChIJG4890iA_rjsRAC5w3leOUow,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Kengeri,77.0,True,,47.103,12.995626,77.75780499999999,12.9078282,77.47636670000001,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJ1U1wr3Y_rjsROkbeYesRWD0,Purple Line,Purple Line,0
Kengeri,Whitefield (Kadugodi),77.0,True,,47.103,12.9078282,77.47636670000001,12.995626,77.75780499999999,ChIJ1U1wr3Y_rjsROkbeYesRWD0,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Whitefield (Kadugodi),Challaghatta,81.0,True,,49.235,12.995626,77.75780499999999,12.8973787,77.4612408,ChIJOdwilxcOrjsR-6MvlsusM00,ChIJG87IxFo5rjsRvxo6f6Mh12Y,Purple Line,Purple Line,0
Challaghatta,Whitefield (Kadugodi),81.0,True,,49.235,12.8973787,77.4612408,12.995626,77.75780499999999,ChIJG87IxFo5rjsRvxo6f6Mh12Y,ChIJOdwilxcOrjsR-6MvlsusM00,Purple Line,Purple Line,0
Hopefarm Channasandra,Kadugodi Tree Park,2.0,True,,1.035,12.987348,77.753796,12.985711,77.746842,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJS_ojywIOrjsRVtyLn4BoNnw,Purple Line,Purple Line,0
Kadugodi Tree Park,Hopefarm Channasandra,2.0,True,,1.035,12.985711,77.746842,12.987348,77.753796,ChIJS_ojywIOrjsRVtyLn4BoNnw,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Pattandur Agrahara,4.0,True,,2.088,12.987348,77.753796,12.987622,77.737737,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJ1-At8uQRrjsRU3foUV135ok,Purple Line,Purple Line,0
Pattandur Agrahara,Hopefarm Channasandra,4.0,True,,2.088,12.987622,77.737737,12.987348,77.753796,ChIJ1-At8uQRrjsRU3foUV135ok,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Sri Sathya Sai Hospital,7.0,True,,3.6580000000000004,12.987348,77.753796,12.98122,77.72753999999999,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJr5Fc2vMRrjsRF4WM58uQkS4,Purple Line,Purple Line,0
Sri Sathya Sai Hospital,Hopefarm Channasandra,7.0,True,,3.6580000000000004,12.98122,77.72753999999999,12.987348,77.753796,ChIJr5Fc2vMRrjsRF4WM58uQkS4,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Nallurhalli,9.0,True,,4.439,12.987348,77.753796,12.976632,77.724752,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJx9bz-_QRrjsRNU3ib6xyMXs,Purple Line,Purple Line,0
Nallurhalli,Hopefarm Channasandra,9.0,True,,4.439,12.976632,77.724752,12.987348,77.753796,ChIJx9bz-_QRrjsRNU3ib6xyMXs,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Kundalahalli,10.0,True,,5.479,12.987348,77.753796,12.977607,77.71552299999999,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJRWICRIkRrjsRw99Xm5WFyhY,Purple Line,Purple Line,0
Kundalahalli,Hopefarm Channasandra,10.0,True,,5.479,12.977607,77.71552299999999,12.987348,77.753796,ChIJRWICRIkRrjsRw99Xm5WFyhY,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Seetharamapalya,12.0,True,,6.458,12.987348,77.753796,12.9808333,77.70883549999999,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJsUHA1f8RrjsRsk2ztqTF2kQ,Purple Line,Purple Line,0
Seetharamapalya,Hopefarm Channasandra,12.0,True,,6.458,12.9808333,77.70883549999999,12.987348,77.753796,ChIJsUHA1f8RrjsRsk2ztqTF2kQ,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Hoodi,14.0,True,,7.502000000000001,12.987348,77.753796,12.988782,77.711364,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJCyddpJARrjsRKnXrc3LZVNk,Purple Line,Purple Line,0
Hoodi,Hopefarm Channasandra,14.0,True,,7.502000000000001,12.988782,77.711364,12.987348,77.753796,ChIJCyddpJARrjsRKnXrc3LZVNk,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Garudacharpalya,17.0,True,,9.126,12.987348,77.753796,12.993482,77.70365799999999,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJnytwFZ8RrjsR4oh_mLMrb4U,Purple Line,Purple Line,0
Garudacharpalya,Hopefarm Channasandra,17.0,True,,9.126,12.993482,77.70365799999999,12.987348,77.753796,ChIJnytwFZ8RrjsR4oh_mLMrb4U,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Singayyanapalya,19.0,True,,10.442,12.987348,77.753796,12.996557,77.692708,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJARDqkQwRrjsRv9n3wCZVhgo,Purple Line,Purple Line,0
Singayyanapalya,Hopefarm Channasandra,19.0,True,,10.442,12.996557,77.692708,12.987348,77.753796,ChIJARDqkQwRrjsRv9n3wCZVhgo,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Krishnarajapura,21.0,True,,12.365,12.987348,77.753796,12.999922,77.677607,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJ6yYmDBYRrjsR-XAcsParqj4,Purple Line,Purple Line,0
Krishnarajapura,Hopefarm Channasandra,21.0,True,,12.365,12.999922,77.677607,12.987348,77.753796,ChIJ6yYmDBYRrjsR-XAcsParqj4,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Benniganahalli,23.0,True,,13.778,12.987348,77.753796,12.9963737,77.6682628,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJ6eHf9mARrjsR274ajmNxxh0,Purple Line,Purple Line,0
Benniganahalli,Hopefarm Channasandra,23.0,True,,13.778,12.9963737,77.6682628,12.987348,77.753796,ChIJ6eHf9mARrjsR274ajmNxxh0,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Baiyappanahalli,26.0,True,,15.926,12.987348,77.753796,12.98959,77.65366,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJh00lK0sRrjsRpsciq16fZ6Y,Purple Line,Purple Line,0
Baiyappanahalli,Hopefarm Channasandra,26.0,True,,15.926,12.98959,77.65366,12.987348,77.753796,ChIJh00lK0sRrjsRpsciq16fZ6Y,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Swami Vivekananda Road,28.0,True,,17.320999999999998,12.987348,77.753796,12.9859106,77.645004,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJP-ri17AWrjsROiCDxVe3X74,Purple Line,Purple Line,0
Swami Vivekananda Road,Hopefarm Channasandra,28.0,True,,17.320999999999998,12.9859106,77.645004,12.987348,77.753796,ChIJP-ri17AWrjsROiCDxVe3X74,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Indiranagar,32.0,True,,18.743,12.987348,77.753796,12.9782619,77.63852570000002,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJZbZd-qQWrjsRe7G5a9GUZ9U,Purple Line,Purple Line,0
Indiranagar,Hopefarm Channasandra,32.0,True,,18.743,12.9782619,77.63852570000002,12.987348,77.753796,ChIJZbZd-qQWrjsRe7G5a9GUZ9U,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Halasuru,35.0,True,,20.206999999999997,12.987348,77.753796,12.9763635,77.62671499999999,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJSd03apkWrjsRmpKnR3Cq5Ck,Purple Line,Purple Line,0
Halasuru,Hopefarm Channasandra,35.0,True,,20.206999999999997,12.9763635,77.62671499999999,12.987348,77.753796,ChIJSd03apkWrjsRmpKnR3Cq5Ck,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Trinity,37.0,True,,21.587999999999997,12.987348,77.753796,12.973342,77.615719,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJQfmchYMWrjsR3ETTlmpjx0I,Purple Line,Purple Line,0
Trinity,Hopefarm Channasandra,37.0,True,,21.587999999999997,12.973342,77.615719,12.987348,77.753796,ChIJQfmchYMWrjsR3ETTlmpjx0I,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Mahatma Gandhi Road,39.0,True,,23.089,12.987348,77.753796,12.9755162,77.6066919,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJvwy9o30WrjsR_3Soez0XLL8,Purple Line,Purple Line,0
Mahatma Gandhi Road,Hopefarm Channasandra,39.0,True,,23.089,12.9755162,77.6066919,12.987348,77.753796,ChIJvwy9o30WrjsR_3Soez0XLL8,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,Cubbon Park,42.0,True,,24.779999999999998,12.987348,77.753796,12.9809008,77.59746539999999,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJdUZ_eWUWrjsRfo6CcEaixkU,Purple Line,Purple Line,0
Cubbon Park,Hopefarm Channasandra,42.0,True,,24.779999999999998,12.9809008,77.59746539999999,12.987348,77.753796,ChIJdUZ_eWUWrjsRfo6CcEaixkU,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
Hopefarm Channasandra,"Dr. B. R. Ambedkar Station, Vidhana Soudha",43.0,True,,25.724999999999998,12.987348,77.753796,12.9796925,77.5926343,ChIJMRmA3xoOrjsRCp8oIXTX9RM,ChIJ-wIASG4WrjsRaLxJGOEWl2c,Purple Line,Purple Line,0
"Dr. B. R. Ambedkar Station, Vidhana Soudha",Hopefarm Channasandra,43.0,True,,25.724999999999998,12.9796925,77.5926343,12.987348,77.753796,ChIJ-wIASG4WrjsRaLxJGOEWl2c,ChIJMRmA3xoOrjsRCp8oIXTX9RM,Purple Line,Purple Line,0
