start_station,end_station,directions_time_min,same_line,interchange_station,metro_distance_km,start_lat,start_lng,end_lat,end_lng,start_place_id,end_place_id,start_line,end_line,transfer_count
"Nadaprabhu Kempegowda Station, Majestic",Jayanagar,10.0,True,,7.9190000000000005,12.975692,77.572844,12.9296749,77.5801753,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,Green Line,Green Line,0
Jayanagar,"Nadaprabhu Kempegowda Station, Majestic",10.0,True,,7.9190000000000005,12.9296749,77.5801753,12.975692,77.572844,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Rashtreeya Vidyalaya Road,11.0,True,,9.041,12.975692,77.572844,12.9215877,77.5802611,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJGymEHp4VrjsRR5cYC8E5tWM,Green Line,Yellow Line,0
Rashtreeya Vidyalaya Road,"Nadaprabhu Kempegowda Station, Majestic",11.0,True,,9.041,12.9215877,77.5802611,12.975692,77.572844,ChIJGymEHp4VrjsRR5cYC8E5tWM,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Yellow Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Banashankari,15.0,True,,10.393999999999998,12.975692,77.572844,12.9155385,77.5736288,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJFfoeVXcVrjsRUKMZuV47coQ,Green Line,Green Line,0
Banashankari,"Nadaprabhu Kempegowda Station, Majestic",15.0,True,,10.393999999999998,12.9155385,77.5736288,12.975692,77.572844,ChIJFfoeVXcVrjsRUKMZuV47coQ,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Jaya Prakash Nagar,17.0,True,,11.328,12.975692,77.572844,12.9075563,77.573061,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,Green Line,Green Line,0
Jaya Prakash Nagar,"Nadaprabhu Kempegowda Station, Majestic",17.0,True,,11.328,12.9075563,77.573061,12.975692,77.572844,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Yelachenahalli,18.0,True,,12.720999999999997,12.975692,77.572844,12.8960529,77.5701606,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJezEhr10VrjsR8Kkc4v3gXeo,Green Line,Green Line,0
Yelachenahalli,"Nadaprabhu Kempegowda Station, Majestic",18.0,True,,12.720999999999997,12.8960529,77.5701606,12.975692,77.572844,ChIJezEhr10VrjsR8Kkc4v3gXeo,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Konanakunte Cross,19.0,True,,13.857,12.975692,77.572844,12.888909,77.56277999999999,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJG1zkZFgVrjsRVMu8W6Vku88,Green Line,Green Line,0
Konanakunte Cross,"Nadaprabhu Kempegowda Station, Majestic",19.0,True,,13.857,12.888909,77.56277999999999,12.975692,77.572844,ChIJG1zkZFgVrjsRVMu8W6Vku88,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Doddakallasandra,21.0,True,,15.076,12.975692,77.572844,12.884636,77.552824,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJVb525_o_rjsROC03DtIp6ak,Green Line,Green Line,0
Doddakallasandra,"Nadaprabhu Kempegowda Station, Majestic",21.0,True,,15.076,12.884636,77.552824,12.975692,77.572844,ChIJVb525_o_rjsROC03DtIp6ak,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Vajarahalli,23.0,True,,16.438000000000002,12.975692,77.572844,12.877485,77.544817,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJEWbGgfY_rjsR45lwRFCiNx8,Green Line,Green Line,0
Vajarahalli,"Nadaprabhu Kempegowda Station, Majestic",23.0,True,,16.438000000000002,12.877485,77.544817,12.975692,77.572844,ChIJEWbGgfY_rjsR45lwRFCiNx8,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Thalaghattapura,25.0,True,,17.5,12.975692,77.572844,12.871366,77.538439,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJJ90wKHVArjsR-RJA4w2YfnE,Green Line,Green Line,0
Thalaghattapura,"Nadaprabhu Kempegowda Station, Majestic",25.0,True,,17.5,12.871366,77.538439,12.975692,77.572844,ChIJJ90wKHVArjsR-RJA4w2YfnE,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
"Nadaprabhu Kempegowda Station, Majestic",Silk Institute,27.0,True,,18.944000000000003,12.975692,77.572844,12.861672,77.52998099999999,ChIJZQRCbwUWrjsRko0PHW2ZX6k,ChIJ3R4Xzm9ArjsROzhpuVg2fho,Green Line,Green Line,0
Silk Institute,"Nadaprabhu Kempegowda Station, Majestic",27.0,True,,18.944000000000003,12.861672,77.52998099999999,12.975692,77.572844,ChIJ3R4Xzm9ArjsROzhpuVg2fho,ChIJZQRCbwUWrjsRko0PHW2ZX6k,Green Line,Green Line,0
Chickpete,Krishna Rajendra Market,2.0,True,,2.0180000000000007,12.9675461,77.5747925,12.960161,77.574479,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Chickpete,2.0,True,,2.0180000000000007,12.960161,77.574479,12.9675461,77.5747925,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,National College,4.0,True,,3.0459999999999994,12.9675461,77.5747925,12.9506135,77.5737362,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Chickpete,4.0,True,,3.0459999999999994,12.9506135,77.5737362,12.9675461,77.5747925,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Lalbagh,6.0,True,,4.402000000000001,12.9675461,77.5747925,12.946287,77.5800611,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
Lalbagh,Chickpete,6.0,True,,4.402000000000001,12.946287,77.5800611,12.9675461,77.5747925,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,South End Circle,7.0,True,,5.334,12.9675461,77.5747925,12.9383208,77.58007479999999,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJUeZ3HZQVrjsRYSbTWxcLXZI,Green Line,Green Line,0
South End Circle,Chickpete,7.0,True,,5.334,12.9383208,77.58007479999999,12.9675461,77.5747925,ChIJUeZ3HZQVrjsRYSbTWxcLXZI,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Jayanagar,8.0,True,,6.426000000000002,12.9675461,77.5747925,12.9296749,77.5801753,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,Green Line,Green Line,0
Jayanagar,Chickpete,8.0,True,,6.426000000000002,12.9296749,77.5801753,12.9675461,77.5747925,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Rashtreeya Vidyalaya Road,9.0,True,,7.548000000000002,12.9675461,77.5747925,12.9215877,77.5802611,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJGymEHp4VrjsRR5cYC8E5tWM,Green Line,Yellow Line,0
Rashtreeya Vidyalaya Road,Chickpete,9.0,True,,7.548000000000002,12.9215877,77.5802611,12.9675461,77.5747925,ChIJGymEHp4VrjsRR5cYC8E5tWM,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Yellow Line,Green Line,0
Chickpete,Banashankari,13.0,True,,8.901,12.9675461,77.5747925,12.9155385,77.5736288,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJFfoeVXcVrjsRUKMZuV47coQ,Green Line,Green Line,0
Banashankari,Chickpete,13.0,True,,8.901,12.9155385,77.5736288,12.9675461,77.5747925,ChIJFfoeVXcVrjsRUKMZuV47coQ,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Jaya Prakash Nagar,15.0,True,,9.835,12.9675461,77.5747925,12.9075563,77.573061,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,Green Line,Green Line,0
Jaya Prakash Nagar,Chickpete,15.0,True,,9.835,12.9075563,77.573061,12.9675461,77.5747925,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Yelachenahalli,16.0,True,,11.227999999999998,12.9675461,77.5747925,12.8960529,77.5701606,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJezEhr10VrjsR8Kkc4v3gXeo,Green Line,Green Line,0
Yelachenahalli,Chickpete,16.0,True,,11.227999999999998,12.8960529,77.5701606,12.9675461,77.5747925,ChIJezEhr10VrjsR8Kkc4v3gXeo,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Konanakunte Cross,17.0,True,,12.364,12.9675461,77.5747925,12.888909,77.56277999999999,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJG1zkZFgVrjsRVMu8W6Vku88,Green Line,Green Line,0
Konanakunte Cross,Chickpete,17.0,True,,12.364,12.888909,77.56277999999999,12.9675461,77.5747925,ChIJG1zkZFgVrjsRVMu8W6Vku88,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Doddakallasandra,19.0,True,,13.583000000000002,12.9675461,77.5747925,12.884636,77.552824,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJVb525_o_rjsROC03DtIp6ak,Green Line,Green Line,0
Doddakallasandra,Chickpete,19.0,True,,13.583000000000002,12.884636,77.552824,12.9675461,77.5747925,ChIJVb525_o_rjsROC03DtIp6ak,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Vajarahalli,21.0,True,,14.945000000000004,12.9675461,77.5747925,12.877485,77.544817,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJEWbGgfY_rjsR45lwRFCiNx8,Green Line,Green Line,0
Vajarahalli,Chickpete,21.0,True,,14.945000000000004,12.877485,77.544817,12.9675461,77.5747925,ChIJEWbGgfY_rjsR45lwRFCiNx8,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Thalaghattapura,23.0,True,,16.007,12.9675461,77.5747925,12.871366,77.538439,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJJ90wKHVArjsR-RJA4w2YfnE,Green Line,Green Line,0
Thalaghattapura,Chickpete,23.0,True,,16.007,12.871366,77.538439,12.9675461,77.5747925,ChIJJ90wKHVArjsR-RJA4w2YfnE,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Chickpete,Silk Institute,25.0,True,,17.451000000000004,12.9675461,77.5747925,12.861672,77.52998099999999,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,ChIJ3R4Xzm9ArjsROzhpuVg2fho,Green Line,Green Line,0
Silk Institute,Chickpete,25.0,True,,17.451000000000004,12.861672,77.52998099999999,12.9675461,77.5747925,ChIJ3R4Xzm9ArjsROzhpuVg2fho,ChIJ-7zgFwgWrjsRe_Sgg1nXcV4,Green Line,Green Line,0
Krishna Rajendra Market,National College,2.0,True,,1.0279999999999987,12.960161,77.574479,12.9506135,77.5737362,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Krishna Rajendra Market,2.0,True,,1.0279999999999987,12.9506135,77.5737362,12.960161,77.574479,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Lalbagh,4.0,True,,2.3840000000000003,12.960161,77.574479,12.946287,77.5800611,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
Lalbagh,Krishna Rajendra Market,4.0,True,,2.3840000000000003,12.946287,77.5800611,12.960161,77.574479,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,South End Circle,5.0,True,,3.315999999999999,12.960161,77.574479,12.9383208,77.58007479999999,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJUeZ3HZQVrjsRYSbTWxcLXZI,Green Line,Green Line,0
South End Circle,Krishna Rajendra Market,5.0,True,,3.315999999999999,12.9383208,77.58007479999999,12.960161,77.574479,ChIJUeZ3HZQVrjsRYSbTWxcLXZI,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Jayanagar,6.0,True,,4.408000000000001,12.960161,77.574479,12.9296749,77.5801753,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,Green Line,Green Line,0
Jayanagar,Krishna Rajendra Market,6.0,True,,4.408000000000001,12.9296749,77.5801753,12.960161,77.574479,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Rashtreeya Vidyalaya Road,7.0,True,,5.530000000000001,12.960161,77.574479,12.9215877,77.5802611,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJGymEHp4VrjsRR5cYC8E5tWM,Green Line,Yellow Line,0
Rashtreeya Vidyalaya Road,Krishna Rajendra Market,7.0,True,,5.530000000000001,12.9215877,77.5802611,12.960161,77.574479,ChIJGymEHp4VrjsRR5cYC8E5tWM,ChIJfUzCNeUVrjsR22xhBdxVF_I,Yellow Line,Green Line,0
Krishna Rajendra Market,Banashankari,11.0,True,,6.882999999999999,12.960161,77.574479,12.9155385,77.5736288,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJFfoeVXcVrjsRUKMZuV47coQ,Green Line,Green Line,0
Banashankari,Krishna Rajendra Market,11.0,True,,6.882999999999999,12.9155385,77.5736288,12.960161,77.574479,ChIJFfoeVXcVrjsRUKMZuV47coQ,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Jaya Prakash Nagar,13.0,True,,7.817,12.960161,77.574479,12.9075563,77.573061,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,Green Line,Green Line,0
Jaya Prakash Nagar,Krishna Rajendra Market,13.0,True,,7.817,12.9075563,77.573061,12.960161,77.574479,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Yelachenahalli,14.0,True,,9.209999999999997,12.960161,77.574479,12.8960529,77.5701606,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJezEhr10VrjsR8Kkc4v3gXeo,Green Line,Green Line,0
Yelachenahalli,Krishna Rajendra Market,14.0,True,,9.209999999999997,12.8960529,77.5701606,12.960161,77.574479,ChIJezEhr10VrjsR8Kkc4v3gXeo,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Konanakunte Cross,15.0,True,,10.346,12.960161,77.574479,12.888909,77.56277999999999,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJG1zkZFgVrjsRVMu8W6Vku88,Green Line,Green Line,0
Konanakunte Cross,Krishna Rajendra Market,15.0,True,,10.346,12.888909,77.56277999999999,12.960161,77.574479,ChIJG1zkZFgVrjsRVMu8W6Vku88,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Doddakallasandra,17.0,True,,11.565000000000001,12.960161,77.574479,12.884636,77.552824,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJVb525_o_rjsROC03DtIp6ak,Green Line,Green Line,0
Doddakallasandra,Krishna Rajendra Market,17.0,True,,11.565000000000001,12.884636,77.552824,12.960161,77.574479,ChIJVb525_o_rjsROC03DtIp6ak,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Vajarahalli,19.0,True,,12.927000000000003,12.960161,77.574479,12.877485,77.544817,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJEWbGgfY_rjsR45lwRFCiNx8,Green Line,Green Line,0
Vajarahalli,Krishna Rajendra Market,19.0,True,,12.927000000000003,12.877485,77.544817,12.960161,77.574479,ChIJEWbGgfY_rjsR45lwRFCiNx8,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Thalaghattapura,21.0,True,,13.989,12.960161,77.574479,12.871366,77.538439,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJJ90wKHVArjsR-RJA4w2YfnE,Green Line,Green Line,0
Thalaghattapura,Krishna Rajendra Market,21.0,True,,13.989,12.871366,77.538439,12.960161,77.574479,ChIJJ90wKHVArjsR-RJA4w2YfnE,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
Krishna Rajendra Market,Silk Institute,23.0,True,,15.433000000000003,12.960161,77.574479,12.861672,77.52998099999999,ChIJfUzCNeUVrjsR22xhBdxVF_I,ChIJ3R4Xzm9ArjsROzhpuVg2fho,Green Line,Green Line,0
Silk Institute,Krishna Rajendra Market,23.0,True,,15.433000000000003,12.861672,77.52998099999999,12.960161,77.574479,ChIJ3R4Xzm9ArjsROzhpuVg2fho,ChIJfUzCNeUVrjsR22xhBdxVF_I,Green Line,Green Line,0
National College,Lalbagh,2.0,True,,1.3560000000000016,12.9506135,77.5737362,12.946287,77.5800611,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
Lalbagh,National College,2.0,True,,1.3560000000000016,12.946287,77.5800611,12.9506135,77.5737362,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,South End Circle,3.0,True,,2.2880000000000003,12.9506135,77.5737362,12.9383208,77.58007479999999,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJUeZ3HZQVrjsRYSbTWxcLXZI,Green Line,Green Line,0
South End Circle,National College,3.0,True,,2.2880000000000003,12.9383208,77.58007479999999,12.9506135,77.5737362,ChIJUeZ3HZQVrjsRYSbTWxcLXZI,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Jayanagar,4.0,True,,3.3800000000000026,12.9506135,77.5737362,12.9296749,77.5801753,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,Green Line,Green Line,0
Jayanagar,National College,4.0,True,,3.3800000000000026,12.9296749,77.5801753,12.9506135,77.5737362,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Rashtreeya Vidyalaya Road,5.0,True,,4.5020000000000024,12.9506135,77.5737362,12.9215877,77.5802611,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJGymEHp4VrjsRR5cYC8E5tWM,Green Line,Yellow Line,0
Rashtreeya Vidyalaya Road,National College,5.0,True,,4.5020000000000024,12.9215877,77.5802611,12.9506135,77.5737362,ChIJGymEHp4VrjsRR5cYC8E5tWM,ChIJpdMgH-4VrjsRLMrgPnksIvs,Yellow Line,Green Line,0
National College,Banashankari,9.0,True,,5.855,12.9506135,77.5737362,12.9155385,77.5736288,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJFfoeVXcVrjsRUKMZuV47coQ,Green Line,Green Line,0
Banashankari,National College,9.0,True,,5.855,12.9155385,77.5736288,12.9506135,77.5737362,ChIJFfoeVXcVrjsRUKMZuV47coQ,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Jaya Prakash Nagar,11.0,True,,6.7890000000000015,12.9506135,77.5737362,12.9075563,77.573061,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,Green Line,Green Line,0
Jaya Prakash Nagar,National College,11.0,True,,6.7890000000000015,12.9075563,77.573061,12.9506135,77.5737362,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Yelachenahalli,12.0,True,,8.181999999999999,12.9506135,77.5737362,12.8960529,77.5701606,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJezEhr10VrjsR8Kkc4v3gXeo,Green Line,Green Line,0
Yelachenahalli,National College,12.0,True,,8.181999999999999,12.8960529,77.5701606,12.9506135,77.5737362,ChIJezEhr10VrjsR8Kkc4v3gXeo,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Konanakunte Cross,13.0,True,,9.318000000000001,12.9506135,77.5737362,12.888909,77.56277999999999,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJG1zkZFgVrjsRVMu8W6Vku88,Green Line,Green Line,0
Konanakunte Cross,National College,13.0,True,,9.318000000000001,12.888909,77.56277999999999,12.9506135,77.5737362,ChIJG1zkZFgVrjsRVMu8W6Vku88,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Doddakallasandra,15.0,True,,10.537000000000003,12.9506135,77.5737362,12.884636,77.552824,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJVb525_o_rjsROC03DtIp6ak,Green Line,Green Line,0
Doddakallasandra,National College,15.0,True,,10.537000000000003,12.884636,77.552824,12.9506135,77.5737362,ChIJVb525_o_rjsROC03DtIp6ak,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Vajarahalli,17.0,True,,11.899000000000004,12.9506135,77.5737362,12.877485,77.544817,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJEWbGgfY_rjsR45lwRFCiNx8,Green Line,Green Line,0
Vajarahalli,National College,17.0,True,,11.899000000000004,12.877485,77.544817,12.9506135,77.5737362,ChIJEWbGgfY_rjsR45lwRFCiNx8,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Thalaghattapura,19.0,True,,12.961000000000002,12.9506135,77.5737362,12.871366,77.538439,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJJ90wKHVArjsR-RJA4w2YfnE,Green Line,Green Line,0
Thalaghattapura,National College,19.0,True,,12.961000000000002,12.871366,77.538439,12.9506135,77.5737362,ChIJJ90wKHVArjsR-RJA4w2YfnE,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
National College,Silk Institute,21.0,True,,14.405000000000005,12.9506135,77.5737362,12.861672,77.52998099999999,ChIJpdMgH-4VrjsRLMrgPnksIvs,ChIJ3R4Xzm9ArjsROzhpuVg2fho,Green Line,Green Line,0
Silk Institute,National College,21.0,True,,14.405000000000005,12.861672,77.52998099999999,12.9506135,77.5737362,ChIJ3R4Xzm9ArjsROzhpuVg2fho,ChIJpdMgH-4VrjsRLMrgPnksIvs,Green Line,Green Line,0
Lalbagh,South End Circle,1.0,True,,0.9319999999999986,12.946287,77.5800611,12.9383208,77.58007479999999,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJUeZ3HZQVrjsRYSbTWxcLXZI,Green Line,Green Line,0
South End Circle,Lalbagh,1.0,True,,0.9319999999999986,12.9383208,77.58007479999999,12.946287,77.5800611,ChIJUeZ3HZQVrjsRYSbTWxcLXZI,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
Lalbagh,Jayanagar,2.0,True,,2.024000000000001,12.946287,77.5800611,12.9296749,77.5801753,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,Green Line,Green Line,0
Jayanagar,Lalbagh,2.0,True,,2.024000000000001,12.9296749,77.5801753,12.946287,77.5800611,ChIJ6zSXdpkVrjsRvb2SqkmrHBc,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
Lalbagh,Rashtreeya Vidyalaya Road,3.0,True,,3.146000000000001,12.946287,77.5800611,12.9215877,77.5802611,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJGymEHp4VrjsRR5cYC8E5tWM,Green Line,Yellow Line,0
Rashtreeya Vidyalaya Road,Lalbagh,3.0,True,,3.146000000000001,12.9215877,77.5802611,12.946287,77.5800611,ChIJGymEHp4VrjsRR5cYC8E5tWM,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Yellow Line,Green Line,0
Lalbagh,Banashankari,7.0,True,,4.498999999999999,12.946287,77.5800611,12.9155385,77.5736288,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJFfoeVXcVrjsRUKMZuV47coQ,Green Line,Green Line,0
Banashankari,Lalbagh,7.0,True,,4.498999999999999,12.9155385,77.5736288,12.946287,77.5800611,ChIJFfoeVXcVrjsRUKMZuV47coQ,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
Lalbagh,Jaya Prakash Nagar,9.0,True,,5.433,12.946287,77.5800611,12.9075563,77.573061,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,Green Line,Green Line,0
Jaya Prakash Nagar,Lalbagh,9.0,True,,5.433,12.9075563,77.573061,12.946287,77.5800611,ChIJCwCOfGUVrjsRkNcI9wbOo4Q,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
Lalbagh,Yelachenahalli,10.0,True,,6.825999999999997,12.946287,77.5800611,12.8960529,77.5701606,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJezEhr10VrjsR8Kkc4v3gXeo,Green Line,Green Line,0
Yelachenahalli,Lalbagh,10.0,True,,6.825999999999997,12.8960529,77.5701606,12.946287,77.5800611,ChIJezEhr10VrjsR8Kkc4v3gXeo,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
Lalbagh,Konanakunte Cross,11.0,True,,7.962,12.946287,77.5800611,12.888909,77.56277999999999,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,ChIJG1zkZFgVrjsRVMu8W6Vku88,Green Line,Green Line,0
Konanakunte Cross,Lalbagh,11.0,True,,7.962,12.888909,77.56277999999999,12.946287,77.5800611,ChIJG1zkZFgVrjsRVMu8W6Vku88,ChIJFZ7lcOsVrjsRpI3gtGXhbdc,Green Line,Green Line,0
